id,city,year,cultural_expenditure_budget,cultural_expenditure_final,bureau_budget,bureau_final,total_budget,bureau_scope_note,methodology,official_source_title,official_source_url,key_policies,last_verified,notes
government-2021-03,桃園市,2021,4906630770,4509686430,2021834000,1913792430,137780000000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2021-04,臺中市,2021,3803157860,3581023430,1484769410,1434260230,150601725000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2021-05,臺南市,2021,3103000000,2826007560,1500669000,1373117950,100628490000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2021-06,高雄市,2021,3357335940,3250297620,1958703220,1908243900,152099700000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2021-07,宜蘭縣,2021,668516000,610188190,591706000,537785580,26185281000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2021-08,新竹縣,2021,601461000,539073870,599104000,538516040,30351511000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2021-09,苗栗縣,2021,728418000,701733380,712190000,687562440,25649349000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2021-10,彰化縣,2021,400421000,365468680,396441000,362258130,53497632000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2021-11,南投縣,2021,172796000,159789710,172796000,159789710,29897293000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2021-12,雲林縣,2021,1217197000,1102680830,345573000,187850000,39990062000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2021-13,嘉義縣,2021,244835000,204492940,514671000,449498690,35045141000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2021-14,屏東縣,2021,1897597000,1856072870,846167000,836570000,49310622000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2021-15,臺東縣,2021,410415000,387728780,393538000,373235000,21455045000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2021-16,花蓮縣,2021,466823000,302166400,395760000,234451170,24779800000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2021-17,澎湖縣,2021,332523000,308258600,263150000,243240290,12823399000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2021-18,基隆市,2021,349729000,335377480,320813000,310048010,21921242000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2021-19,新竹市,2021,1130708000,1046214450,911198000,844640550,25277780000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2021-20,嘉義市,2021,407299000,350033240,373265000,320598130,17586296000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2021-21,金門縣,2021,468144000,425623990,322904000,293243040,14684742000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2021-22,連江縣,2021,304230000,288804840,304230000,288805000,4565569000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2022-01,新北市,2022,3576131920,3391277090,2685137393,2556134897,186482841000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2022-02,臺北市,2022,9139136460,8880707080,4062075081,3972659756,184788395000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2022-03,桃園市,2022,7993412000,7771226590,5457660000,5345507904,141051000000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2022-04,臺中市,2022,4864899000,4746846690,1607273000,1539764149,162481243000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2022-05,臺南市,2022,3591296000,3456086760,2111240000,2046916933,102065814000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2022-06,高雄市,2022,3602427050,3560832370,2209345000,2196453153,151449682000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2022-07,宜蘭縣,2022,657919000,590074020,561204000,496126416,28370376000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2022-08,新竹縣,2022,512876000,480340460,509399000,478590906,32360287000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2022-09,苗栗縣,2022,643833910,624620480,626059500,608754670,27012965000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2022-10,彰化縣,2022,514914000,494046030,508708000,488777884,59314097000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2022-11,南投縣,2022,265606000,258309820,265606000,258309820,32295721000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2022-12,雲林縣,2022,1252230000,1182349440,466117000,431378000,39452253000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2022-13,嘉義縣,2022,312757000,304705870,762584000,742577272,33420142000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2022-14,屏東縣,2022,1501728000,1457711970,929913000,913715000,52409186000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2022-15,臺東縣,2022,442207000,417595510,384988000,276063000,22814585000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2022-16,花蓮縣,2022,438615000,421926520,371282000,360534031,27448235000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2022-17,澎湖縣,2022,476508000,456911140,333109000,316408074,13206268000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2022-18,基隆市,2022,400754770,378231330,369101772,353576404,22236549000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2022-19,新竹市,2022,1323986000,1263457950,1093472000,1042518657,25615303000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2022-20,嘉義市,2022,483197000,443211770,422791000,386564400,17799543000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2022-21,金門縣,2022,599961000,569629490,302946000,284278175,15522187000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2022-22,連江縣,2022,423979000,367842020,423979000,367842000,6464868000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2023-01,新北市,2023,3714545135,3573716057,2569566958,2544852541,197578216000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2023-02,臺北市,2023,10168428160,9980771168,4736412428,4656313401,191671053000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2023-03,桃園市,2023,5569251000,5367536025,3644428000,3507432176,142990851000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2023-04,臺中市,2023,5138260000,4968492236,1505745000,1402743841,167766702000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2023-05,臺南市,2023,4592802000,4375993785,2535228000,2459931193,109523451000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2023-06,高雄市,2023,5187585512,4984922065,2876205996,2859003928,173623308000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2023-07,宜蘭縣,2023,890432000,862708832,787138000,761263266,30346665000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2023-08,新竹縣,2023,386558000,366419610,382904000,363694852,34823604000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2023-09,苗栗縣,2023,936989000,912040010,919207000,895690330,30259417000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2023-10,彰化縣,2023,652726000,633840581,648754000,630025445,61396646000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2023-11,南投縣,2023,236537000,230684064,236537000,230684064,31759014000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2023-12,雲林縣,2023,1477956000,1379413169,902006000,832243180,45367082000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2023-13,嘉義縣,2023,250319000,240395823,555701000,494686070,37203802000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2023-14,屏東縣,2023,2024374000,1974874325,1056665000,1061219000,57654556000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2023-15,臺東縣,2023,584420000,570419542,528756000,285340000,24174096000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2023-16,花蓮縣,2023,710437000,703363871,665154000,660236123,29007901000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2023-17,澎湖縣,2023,786291000,770132447,220955000,209384198,13833471000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2023-18,基隆市,2023,511557000,453000862,477286000,425586689,23950326000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2023-19,新竹市,2023,1210719000,948897040,902114000,685838512,27096526000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2023-20,嘉義市,2023,528620000,491845315,458768000,424721444,19746860000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2023-21,金門縣,2023,548848000,472447053,392427000,332289325,15924853000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2023-22,連江縣,2023,349557000,314331025,349557000,314331000,5800998000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2024-01,新北市,2024,4460779207,4349534184,2449132883,2431640130,212485063000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2024-02,臺北市,2024,10749852756,10612180660,4994211602,4915889039,204982091000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2024-03,桃園市,2024,6395121725,6237668401,2577072000,2548426489,156800000000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2024-04,臺中市,2024,5251965000,5157413038,1769487000,1705469876,177221485000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2024-05,臺南市,2024,4960389000,4762289106,2628468000,2563965905,120200240000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2024-06,高雄市,2024,4226263481,4189518049,2456734077,2434081437,169571535000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2024-07,宜蘭縣,2024,1306358000,1256774250,1207016000,1158203897,30920786000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2024-08,新竹縣,2024,628832000,606442164,624679000,603509757,35438380000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2024-09,苗栗縣,2024,887950000,866026210,865256000,847577325,31605114000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2024-10,彰化縣,2024,786340000,769323749,777332000,760478343,66784605000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
